strategy,strategy_type,activation_time,entry_time,exit_time,spot_price_at_entry,spot_price_at_exit,option_type,strike_price,strike_type,entry_premium,exit_premium,premium_change,lots,lot_size,investment,pnl,net_pnl,return_percentage,is_win,exit_reason,holding_minutes,signal_reason,entry_delta,entry_theta,entry_vega,entry_gamma,exit_delta,exit_theta,exit_vega,exit_gamma,delta_change,theta_change,vega_change,gamma_change,market_rsi,market_sma_20,market_volume,market_volume_sma,market_price_change,market_high_low_range,brokerage,risk_reward_ratio,max_profit_potential,max_loss_potential
RSI_DIVERGENCE_LOSING,FROZEN,2026-03-27 12:45:07.140822,2026-03-27 12:45:07.140822,2026-03-27 12:54:47.198808715,24483.46,24298.419425886008,CE,24500.0,ATM,42.47999999999956,47.01171351294085,4.5317135129412875,1,50,2123.999999999978,226.58567564706436,186.58567564706436,10.667875501274327,True,TARGET_ACHIEVED,9.919267306444102,RSI frozen,0.5,-0.05,0.2,0.02,0.49491423459027817,-0.04711637873972175,0.18575595006004852,0.02173618685316027,-0.005085765409721832,0.0028836212602782532,-0.014244049939951486,0.0017361868531602688,72.0405493786806,24399.2775,542326.0,1008381.15,0.0009411114436208567,0.0011722199395020447,40,3.1999999999999997,169.91999999999825,53.099999999999454
STOCHASTIC_OVERSOLD_LOSING,FROZEN,2026-03-27 12:45:07.140822,2026-03-27 12:45:07.140822,2026-03-27 12:54:11.009545730,24483.46,24854.286255594303,CE,24500.0,ATM,42.47999999999956,45.92775169412372,3.4477516941241575,1,50,2123.999999999978,172.38758470620786,132.38758470620786,8.116176304435482,True,TARGET_ACHIEVED,5.838174705290197,Stochastic frozen,0.5,-0.05,0.2,0.02,0.5499722081451044,-0.0447154956715127,0.2125966014691279,0.02475881997643401,0.04997220814510439,0.005284504328487302,0.012596601469127888,0.004758819976434011,72.0405493786806,24399.2775,542326.0,1008381.15,0.0009411114436208567,0.0011722199395020447,40,3.1999999999999997,169.91999999999825,53.099999999999454
TREND_FOLLOWING_OPTIMIZED,FROZEN,2026-03-27 12:45:07.140822,2026-03-27 12:45:07.140822,2026-03-27 12:54:47.541256733,24483.46,24069.716408499153,CE,24500.0,ATM,42.47999999999956,41.73477223622989,-0.7452277637696767,1,50,2123.999999999978,-37.261388188483835,-77.26138818848383,-1.7543026454088613,False,STOP_LOSS,9.00898439434849,Trend frozen,0.5,-0.05,0.2,0.02,0.5363096365771468,-0.04455860738309199,0.21489355290327172,0.01599649329045118,0.03630963657714681,0.005441392616908014,0.014893552903271712,-0.004003506709548819,72.0405493786806,24399.2775,542326.0,1008381.15,0.0009411114436208567,0.0011722199395020447,40,3.1999999999999997,169.91999999999825,53.099999999999454
MACD_DIVERGENCE_LOSING,RE-OPTIMIZED,2026-03-27 12:45:07.140822,2026-03-27 12:45:07.140822,2026-03-27 12:53:41.834004472,24483.46,24157.260607510758,CE,24500.0,ATM,42.47999999999956,46.097049957647506,3.617049957647943,1,50,2123.999999999978,180.85249788239713,140.85249788239713,8.514712706327636,True,TARGET_ACHIEVED,7.229594785152981,MACD re-optimized,0.5,-0.05,0.2,0.02,0.5464920465694968,-0.049718490200007535,0.18846480577499586,0.02403031216974975,0.04649204656949679,0.00028150979999246734,-0.011535194225004153,0.00403031216974975,72.0405493786806,24399.2775,542326.0,1008381.15,0.0009411114436208567,0.0011722199395020447,40,3.1999999999999997,169.91999999999825,53.099999999999454
CCI_EXTREME_LOSING,RE-OPTIMIZED,2026-03-27 12:45:07.140822,2026-03-27 12:45:07.140822,2026-03-27 12:54:31.926182906,24483.46,24003.30358124693,CE,24500.0,ATM,42.47999999999956,46.812942096872135,4.332942096872571,1,50,2123.999999999978,216.64710484362857,176.64710484362857,10.199957855161525,True,TARGET_ACHIEVED,8.595218981005292,CCI re-optimized,0.5,-0.05,0.2,0.02,0.4846365193491043,-0.04128371437376943,0.20983110575271424,0.01963933011708536,-0.015363480650895711,0.008716285626230572,0.009831105752714231,-0.00036066988291464167,72.0405493786806,24399.2775,542326.0,1008381.15,0.0009411114436208567,0.0011722199395020447,40,3.1999999999999997,169.91999999999825,53.099999999999454
MOMENTUM_REVERSAL_LOSING,RE-OPTIMIZED,2026-03-27 12:45:07.140822,2026-03-27 12:45:07.140822,2026-03-27 12:56:47.082686260,24483.46,24442.846744791004,CE,24500.0,ATM,42.47999999999956,46.799348623843585,4.3193486238440215,1,50,2123.999999999978,215.96743119220108,175.96743119220108,10.167958154058535,True,TARGET_ACHIEVED,5.457000144084062,Momentum re-optimized,0.5,-0.05,0.2,0.02,0.49990468964217405,-0.050502519316803746,0.18718463998339324,0.023325212281080743,-9.531035782595065e-05,-0.0005025193168037428,-0.01281536001660677,0.003325212281080743,72.0405493786806,24399.2775,542326.0,1008381.15,0.0009411114436208567,0.0011722199395020447,40,3.1999999999999997,169.91999999999825,53.099999999999454
BOLLINGER_SQUEEZE_LOSING,RE-OPTIMIZED,2026-03-27 12:45:07.140822,2026-03-27 12:45:07.140822,2026-03-27 12:54:07.839279702,24483.46,24669.274978579488,CE,24500.0,ATM,42.47999999999956,45.75654141395892,3.2765414139593574,1,50,2123.999999999978,163.82707069796788,123.82707069796788,7.713138921749979,True,TARGET_ACHIEVED,5.005243538021872,Bollinger re-optimized,0.5,-0.05,0.2,0.02,0.4988069784572557,-0.057939835064777,0.21647572441510765,0.019064110832593635,-0.0011930215427443103,-0.007939835064776996,0.01647572441510764,-0.0009358891674063653,72.0405493786806,24399.2775,542326.0,1008381.15,0.0009411114436208567,0.0011722199395020447,40,3.1999999999999997,169.91999999999825,53.099999999999454
BREAKOUT_REVERSAL_LOSING,RE-OPTIMIZED,2026-03-27 12:45:07.140822,2026-03-27 12:45:07.140822,2026-03-27 12:56:16.658881743,24483.46,24312.140608224574,CE,24500.0,ATM,42.47999999999956,41.63984100137452,-0.8401589986250428,1,50,2123.999999999978,-42.00794993125214,-82.00794993125214,-1.9777754204921176,False,STOP_LOSS,6.113101046327761,Breakout re-optimized,0.5,-0.05,0.2,0.02,0.4511803493503822,-0.05993816638825616,0.19201425650339005,0.019597310739728813,-0.048819650649617796,-0.009938166388256155,-0.007985743496609965,-0.00040268926027118776,72.0405493786806,24399.2775,542326.0,1008381.15,0.0009411114436208567,0.0011722199395020447,40,3.1999999999999997,169.91999999999825,53.099999999999454
MULTI_TIMEFRAME_LOSING,FROZEN,2026-03-27 13:00:07.140822,2026-03-27 13:00:07.140822,2026-03-27 13:11:47.517954048,24529.85,24812.41639976842,CE,24500.0,ATM,42.47999999999956,46.43869909217644,3.9586990921768788,1,50,2123.999999999978,197.93495460884395,157.93495460884395,9.318971497591619,True,TARGET_ACHIEVED,6.6059503346610535,Multi-timeframe frozen,0.5,-0.05,0.2,0.02,0.5016272191677826,-0.04634501928275506,0.19094974072976748,0.019770121514713714,0.0016272191677826342,0.003654980717244946,-0.009050259270232536,-0.00022987848528628618,65.59758459610389,24475.706,1197824.0,980842.5,0.00014718929603541042,0.002547508443793907,40,3.1999999999999997,169.91999999999825,53.099999999999454
AI_ENHANCED_LOSING,FROZEN,2026-03-27 13:00:07.140822,2026-03-27 13:00:07.140822,2026-03-27 13:05:08.285007432,24529.85,25009.615222476255,CE,24500.0,ATM,42.47999999999956,45.8401418105883,3.360141810588736,1,50,2123.999999999978,168.00709052943682,128.00709052943682,7.909938348843623,True,TARGET_ACHIEVED,8.367279597545132,AI enhanced frozen,0.5,-0.05,0.2,0.02,0.48944050338347167,-0.050523929507055074,0.20517813649101796,0.023177549663799958,-0.01055949661652833,-0.0005239295070550709,0.005178136491017948,0.0031775496637999577,65.59758459610389,24475.706,1197824.0,980842.5,0.00014718929603541042,0.002547508443793907,40,3.1999999999999997,169.91999999999825,53.099999999999454
RSI_DIVERGENCE_LOSING,FROZEN,2026-03-27 13:00:07.140822,2026-03-27 13:00:07.140822,2026-03-27 13:07:21.732997581,24529.85,24149.079827898597,CE,24500.0,ATM,42.47999999999956,45.53983590313538,3.05983590313582,1,50,2123.999999999978,152.991795156791,112.991795156791,7.203003538455394,True,TARGET_ACHIEVED,6.971638490151362,RSI frozen,0.5,-0.05,0.2,0.02,0.47606802272709,-0.058066045334472606,0.20524279912284488,0.015330328423766254,-0.02393197727291002,-0.008066045334472603,0.005242799122844866,-0.004669671576233747,65.59758459610389,24475.706,1197824.0,980842.5,0.00014718929603541042,0.002547508443793907,40,3.1999999999999997,169.91999999999825,53.099999999999454
STOCHASTIC_OVERSOLD_LOSING,FROZEN,2026-03-27 13:00:07.140822,2026-03-27 13:00:07.140822,2026-03-27 13:11:22.638711187,24529.85,24699.790762044497,CE,24500.0,ATM,42.47999999999956,45.6674742042866,3.187474204287035,1,50,2123.999999999978,159.37371021435177,119.37371021435177,7.50347034907502,True,TARGET_ACHIEVED,5.846375075676214,Stochastic frozen,0.5,-0.05,0.2,0.02,0.4625381787700307,-0.054508730002614074,0.19118985229781532,0.015847964488058707,-0.03746182122996933,-0.004508730002614071,-0.00881014770218469,-0.004152035511941293,65.59758459610389,24475.706,1197824.0,980842.5,0.00014718929603541042,0.002547508443793907,40,3.1999999999999997,169.91999999999825,53.099999999999454
TREND_FOLLOWING_OPTIMIZED,FROZEN,2026-03-27 13:00:07.140822,2026-03-27 13:00:07.140822,2026-03-27 13:10:00.303091951,24529.85,24275.04905092139,CE,24500.0,ATM,42.47999999999956,47.219891728501516,4.739891728501952,1,50,2123.999999999978,236.99458642509762,196.99458642509762,11.157937213987761,True,TARGET_ACHIEVED,6.733225334209201,Trend frozen,0.5,-0.05,0.2,0.02,0.49172482037549475,-0.049471074768224786,0.19858714855980508,0.019749662661768808,-0.008275179624505247,0.0005289252317752166,-0.0014128514401949288,-0.00025033733823119284,65.59758459610389,24475.706,1197824.0,980842.5,0.00014718929603541042,0.002547508443793907,40,3.1999999999999997,169.91999999999825,53.099999999999454
VOLUME_SPIKE_LOSING,FROZEN,2026-03-27 13:00:07.140822,2026-03-27 13:00:07.140822,2026-03-27 13:09:19.205022091,24529.85,24669.259825716777,CE,24500.0,ATM,42.47999999999956,41.60252392767292,-0.8774760723266439,1,50,2123.999999999978,-43.8738036163322,-83.8738036163322,-2.065621639187036,False,STOP_LOSS,7.493914728618247,Volume frozen,0.5,-0.05,0.2,0.02,0.5403953384879813,-0.04462759612794731,0.190138434836973,0.015847935248628195,0.04039533848798127,0.005372403872052692,-0.009861565163026997,-0.0041520647513718055,65.59758459610389,24475.706,1197824.0,980842.5,0.00014718929603541042,0.002547508443793907,40,3.1999999999999997,169.91999999999825,53.099999999999454
HIGH_VOLUME_LOSING,FROZEN,2026-03-27 13:00:07.140822,2026-03-27 13:00:07.140822,2026-03-27 13:11:10.548734788,24529.85,24621.790756931998,CE,24500.0,ATM,42.47999999999956,45.58148508953258,3.101485089533014,1,50,2123.999999999978,155.0742544766507,115.07425447665071,7.301047762554251,True,TARGET_ACHIEVED,5.91037673330369,High volume frozen,0.5,-0.05,0.2,0.02,0.4756803357410414,-0.04020354756995178,0.20648637640674156,0.020357952836507227,-0.024319664258958595,0.009796452430048223,0.006486376406741545,0.00035795283650722626,65.59758459610389,24475.706,1197824.0,980842.5,0.00014718929603541042,0.002547508443793907,40,3.1999999999999997,169.91999999999825,53.099999999999454
BOLLINGER_SQUEEZE_LOSING,RE-OPTIMIZED,2026-03-27 13:00:07.140822,2026-03-27 13:00:07.140822,2026-03-27 13:08:26.432738771,24529.85,24731.460300661944,CE,24500.0,ATM,42.47999999999956,46.27927207035713,3.799272070357567,1,50,2123.999999999978,189.96360351787837,149.96360351787837,8.94367248200943,True,TARGET_ACHIEVED,8.30449291260449,Bollinger re-optimized,0.5,-0.05,0.2,0.02,0.5223051083506834,-0.04173705326396044,0.1839514872091891,0.016660719204276152,0.022305108350683445,0.008262946736039563,-0.016048512790810904,-0.003339280795723848,65.59758459610389,24475.706,1197824.0,980842.5,0.00014718929603541042,0.002547508443793907,40,3.1999999999999997,169.91999999999825,53.099999999999454
MULTI_TIMEFRAME_LOSING,FROZEN,2026-03-27 13:15:07.140822,2026-03-27 13:15:07.140822,2026-03-27 13:24:54.672959071,24560.92,24933.509664033234,PE,24500.0,ITM,42.47999999999956,46.88363073723568,4.403630737236114,1,50,2123.999999999978,220.18153686180568,180.18153686180568,10.366362375791335,True,TARGET_ACHIEVED,7.517039072181392,Multi-timeframe frozen,0.5,-0.05,0.2,0.02,0.5226156030973101,-0.05864559806520433,0.1894170049392349,0.02042121795659587,0.022615603097310144,-0.008645598065204325,-0.010582995060765099,0.00042121795659587,56.81981932051112,24536.6705,1111523.0,1031912.85,-0.00017789327950135103,0.002154642415674912,40,3.1999999999999997,169.91999999999825,53.099999999999454
AI_ENHANCED_LOSING,FROZEN,2026-03-27 13:15:07.140822,2026-03-27 13:15:07.140822,2026-03-27 13:21:37.420374028,24560.92,24081.460789415876,PE,24500.0,ITM,42.47999999999956,45.86411126350588,3.3841112635063197,1,50,2123.999999999978,169.205563175316,129.205563175316,7.966363614657144,True,TARGET_ACHIEVED,10.608276011536312,AI enhanced frozen,0.5,-0.05,0.2,0.02,0.4932939841376198,-0.0419779580962453,0.21632589100917096,0.023551828656299005,-0.006706015862380177,0.008022041903754704,0.01632589100917095,0.0035518286562990047,56.81981932051112,24536.6705,1111523.0,1031912.85,-0.00017789327950135103,0.002154642415674912,40,3.1999999999999997,169.91999999999825,53.099999999999454
RSI_DIVERGENCE_LOSING,FROZEN,2026-03-27 13:15:07.140822,2026-03-27 13:15:07.140822,2026-03-27 13:22:44.688253995,24560.92,24670.611883926325,PE,24500.0,ITM,42.47999999999956,46.02930365367741,3.549303653677846,1,50,2123.999999999978,177.4651826838923,137.4651826838923,8.355234589637199,True,TARGET_ACHIEVED,5.561176771854652,RSI frozen,0.5,-0.05,0.2,0.02,0.45618379995836567,-0.05431794141396718,0.21008223927519698,0.020652422084864834,-0.043816200041634334,-0.004317941413967179,0.01008223927519697,0.0006524220848648336,56.81981932051112,24536.6705,1111523.0,1031912.85,-0.00017789327950135103,0.002154642415674912,40,3.1999999999999997,169.91999999999825,53.099999999999454
TREND_FOLLOWING_OPTIMIZED,FROZEN,2026-03-27 13:15:07.140822,2026-03-27 13:15:07.140822,2026-03-27 13:22:55.451250649,24560.92,24878.836559821804,PE,24500.0,ITM,42.47999999999956,45.691009065184275,3.2110090651847116,1,50,2123.999999999978,160.55045325923558,120.55045325923558,7.55887256399422,True,TARGET_ACHIEVED,7.5454755129494835,Trend frozen,0.5,-0.05,0.2,0.02,0.49244724926660366,-0.04941450506825701,0.2123445579199002,0.022858337010994358,-0.007552750733396341,0.0005854949317429942,0.01234455791990019,0.002858337010994357,56.81981932051112,24536.6705,1111523.0,1031912.85,-0.00017789327950135103,0.002154642415674912,40,3.1999999999999997,169.91999999999825,53.099999999999454
MULTI_TIMEFRAME_LOSING,FROZEN,2026-03-27 13:30:07.140822,2026-03-27 13:30:07.140822,2026-03-27 13:40:53.361097279,24534.53,24520.11456740085,PE,24500.0,ATM,42.47999999999956,46.145026369318636,3.6650263693190723,1,50,2123.999999999978,183.2513184659536,143.2513184659536,8.627651528528977,True,TARGET_ACHIEVED,6.146191313298917,Multi-timeframe frozen,0.5,-0.05,0.2,0.02,0.54617196361911,-0.047862280244701474,0.1987740182358648,0.0205765431898283,0.046171963619110024,0.0021377197552985283,-0.0012259817641352144,0.0005765431898283012,39.37218360956256,24563.719,980709.0,925358.4,-0.0005894333781417682,0.0071491078084641455,40,3.1999999999999997,169.91999999999825,53.099999999999454
AI_ENHANCED_LOSING,FROZEN,2026-03-27 13:30:07.140822,2026-03-27 13:30:07.140822,2026-03-27 13:40:17.749184903,24534.53,24124.814825776557,PE,24500.0,ATM,42.47999999999956,41.59875534916039,-0.8812446508391716,1,50,2123.999999999978,-44.06223254195858,-84.06223254195858,-2.074493057531028,False,STOP_LOSS,6.318236073148355,AI enhanced frozen,0.5,-0.05,0.2,0.02,0.543561942340184,-0.04400608669036777,0.21805046146877718,0.01711737838757529,0.04356194234018396,0.005993913309632233,0.018050461468777174,-0.00288262161242471,39.37218360956256,24563.719,980709.0,925358.4,-0.0005894333781417682,0.0071491078084641455,40,3.1999999999999997,169.91999999999825,53.099999999999454
RSI_DIVERGENCE_LOSING,FROZEN,2026-03-27 13:30:07.140822,2026-03-27 13:30:07.140822,2026-03-27 13:36:28.000353918,24534.53,24478.32956895725,PE,24500.0,ATM,42.47999999999956,47.22740667864813,4.7474066786485665,1,50,2123.999999999978,237.3703339324283,197.3703339324283,11.17562777459655,True,TARGET_ACHIEVED,10.047448231614958,RSI frozen,0.5,-0.05,0.2,0.02,0.4947733528815809,-0.049712851601723444,0.18974070256208714,0.020794388976640127,-0.005226647118419081,0.0002871483982765585,-0.010259297437912873,0.0007943889766401264,39.37218360956256,24563.719,980709.0,925358.4,-0.0005894333781417682,0.0071491078084641455,40,3.1999999999999997,169.91999999999825,53.099999999999454
TREND_FOLLOWING_OPTIMIZED,FROZEN,2026-03-27 13:30:07.140822,2026-03-27 13:30:07.140822,2026-03-27 13:40:47.132606677,24534.53,24960.60453454274,PE,24500.0,ATM,42.47999999999956,41.959775027898594,-0.5202249721009693,1,50,2123.999999999978,-26.011248605048465,-66.01124860504846,-1.2246350567348745,False,STOP_LOSS,11.973678731812901,Trend frozen,0.5,-0.05,0.2,0.02,0.5190905945654491,-0.05066228545682291,0.21066883835970956,0.022872845446510554,0.019090594565449148,-0.0006622854568229045,0.010668838359709554,0.002872845446510553,39.37218360956256,24563.719,980709.0,925358.4,-0.0005894333781417682,0.0071491078084641455,40,3.1999999999999997,169.91999999999825,53.099999999999454
MACD_DIVERGENCE_LOSING,RE-OPTIMIZED,2026-03-27 13:30:07.140822,2026-03-27 13:30:07.140822,2026-03-27 13:35:39.856701772,24534.53,24802.07862436938,PE,24500.0,ATM,42.47999999999956,46.091497598415025,3.611497598415461,1,50,2123.999999999978,180.57487992077307,140.57487992077307,8.501642180827444,True,TARGET_ACHIEVED,7.715733938703048,MACD re-optimized,0.5,-0.05,0.2,0.02,0.5309622936394152,-0.04904414519055513,0.18066842000126582,0.022204047550546682,0.03096229363941516,0.0009558548094448713,-0.019331579998734194,0.002204047550546682,39.37218360956256,24563.719,980709.0,925358.4,-0.0005894333781417682,0.0071491078084641455,40,3.1999999999999997,169.91999999999825,53.099999999999454
WILLIAMS_REVERSAL_LOSING,RE-OPTIMIZED,2026-03-27 13:30:07.140822,2026-03-27 13:30:07.140822,2026-03-27 13:39:27.231673925,24534.53,24112.489877788936,PE,24500.0,ATM,42.47999999999956,46.38458975232037,3.9045897523208097,1,50,2123.999999999978,195.2294876160405,155.2294876160405,9.191595462148893,True,TARGET_ACHIEVED,5.077723244122255,Williams re-optimized,0.5,-0.05,0.2,0.02,0.45312915871872317,-0.055267572242908326,0.18697903882423342,0.016802304110156933,-0.04687084128127683,-0.0052675722429083235,-0.013020961175766593,-0.0031976958898430677,39.37218360956256,24563.719,980709.0,925358.4,-0.0005894333781417682,0.0071491078084641455,40,3.1999999999999997,169.91999999999825,53.099999999999454
DAY_HIGH_LOW_OPTIMIZED,RE-OPTIMIZED,2026-03-27 13:30:07.140822,2026-03-27 13:30:07.140822,2026-03-27 13:37:54.706647611,24534.53,24643.952196888255,PE,24500.0,ATM,42.47999999999956,45.81983890351218,3.3398389035126144,1,50,2123.999999999978,166.99194517563072,126.99194517563072,7.862144311470454,True,TARGET_ACHIEVED,7.555999170723619,Day high-low re-optimized,0.5,-0.05,0.2,0.02,0.5287192830271371,-0.044467471518273946,0.19250097497165466,0.0195379017541423,0.02871928302713711,0.005532528481726057,-0.007499025028345346,-0.00046209824585769985,39.37218360956256,24563.719,980709.0,925358.4,-0.0005894333781417682,0.0071491078084641455,40,3.1999999999999997,169.91999999999825,53.099999999999454
MULTI_TIMEFRAME_LOSING,FROZEN,2026-03-27 13:45:07.140822,2026-03-27 13:45:07.140822,2026-03-27 13:53:42.611560748,24576.83,24444.615557987825,CE,24600.0,ATM,92.47999999999956,101.65394758213002,9.173947582130452,1,50,4623.999999999978,458.6973791065226,418.6973791065226,9.919926018739723,True,TARGET_ACHIEVED,7.95578030779919,Multi-timeframe frozen,0.5,-0.05,0.2,0.02,0.511767769197083,-0.041768255210669014,0.19532707392352563,0.016377896449826845,0.011767769197083,0.008231744789330989,-0.004672926076474376,-0.003622103550173155,65.14471168808119,24554.8875,1362305.0,988515.15,0.0004742485094757498,0.002029146964844637,40,3.1999999999999997,369.91999999999825,115.59999999999945
AI_ENHANCED_LOSING,FROZEN,2026-03-27 13:45:07.140822,2026-03-27 13:45:07.140822,2026-03-27 13:54:04.770948492,24576.83,24919.8653013395,CE,24600.0,ATM,92.47999999999956,101.22791921809173,8.747919218092164,1,50,4623.999999999978,437.3959609046082,397.3959609046082,9.45925520987479,True,TARGET_ACHIEVED,8.20671489204001,AI enhanced frozen,0.5,-0.05,0.2,0.02,0.5188413583718952,-0.048624236462306965,0.20855843121723205,0.020240598156398275,0.018841358371895156,0.001375763537693038,0.008558431217232043,0.0002405981563982744,65.14471168808119,24554.8875,1362305.0,988515.15,0.0004742485094757498,0.002029146964844637,40,3.1999999999999997,369.91999999999825,115.59999999999945
RSI_DIVERGENCE_LOSING,FROZEN,2026-03-27 13:45:07.140822,2026-03-27 13:45:07.140822,2026-03-27 13:51:55.481436271,24576.83,24875.690613630748,CE,24600.0,ATM,92.47999999999956,99.98186924796414,7.501869247964578,1,50,4623.999999999978,375.0934623982289,335.0934623982289,8.111882837331978,True,TARGET_ACHIEVED,5.652267493020473,RSI frozen,0.5,-0.05,0.2,0.02,0.4896917555188193,-0.0447438384210504,0.18604644898540398,0.022516111644640697,-0.010308244481180673,0.005256161578949606,-0.013953551014596027,0.0025161116446406964,65.14471168808119,24554.8875,1362305.0,988515.15,0.0004742485094757498,0.002029146964844637,40,3.1999999999999997,369.91999999999825,115.59999999999945
STOCHASTIC_OVERSOLD_LOSING,FROZEN,2026-03-27 13:45:07.140822,2026-03-27 13:45:07.140822,2026-03-27 13:50:56.502427385,24576.83,24221.62033796721,CE,24600.0,ATM,92.47999999999956,100.79518868036286,8.315188680363292,1,50,4623.999999999978,415.7594340181646,375.7594340181646,8.991337240877305,True,TARGET_ACHIEVED,10.981908774940344,Stochastic frozen,0.5,-0.05,0.2,0.02,0.46635955268018636,-0.05704154061391857,0.1920203973306949,0.023633392652905538,-0.03364044731981364,-0.007041540613918568,-0.007979602669305114,0.003633392652905538,65.14471168808119,24554.8875,1362305.0,988515.15,0.0004742485094757498,0.002029146964844637,40,3.1999999999999997,369.91999999999825,115.59999999999945
TREND_FOLLOWING_OPTIMIZED,FROZEN,2026-03-27 13:45:07.140822,2026-03-27 13:45:07.140822,2026-03-27 13:50:38.542043110,24576.83,24806.22530704477,CE,24600.0,ATM,92.47999999999956,102.36043130937027,9.880431309370707,1,50,4623.999999999978,494.0215654685353,454.0215654685353,10.68385738470021,True,TARGET_ACHIEVED,6.646530883367306,Trend frozen,0.5,-0.05,0.2,0.02,0.5474745272693489,-0.050952867911924424,0.18189605663203828,0.023081314937325566,0.047474527269348865,-0.000952867911924421,-0.018103943367961728,0.003081314937325566,65.14471168808119,24554.8875,1362305.0,988515.15,0.0004742485094757498,0.002029146964844637,40,3.1999999999999997,369.91999999999825,115.59999999999945
VOLUME_SPIKE_LOSING,FROZEN,2026-03-27 13:45:07.140822,2026-03-27 13:45:07.140822,2026-03-27 13:55:31.506945475,24576.83,24778.019131297162,CE,24600.0,ATM,92.47999999999956,99.8727503369333,7.39275033693373,1,50,4623.999999999978,369.6375168466865,329.6375168466865,7.993890935265749,True,TARGET_ACHIEVED,8.640313257947383,Volume frozen,0.5,-0.05,0.2,0.02,0.5270154827863294,-0.05237937095713178,0.1813137028449183,0.022564492732300476,0.02701548278632937,-0.0023793709571317753,-0.018686297155081716,0.0025644927323004753,65.14471168808119,24554.8875,1362305.0,988515.15,0.0004742485094757498,0.002029146964844637,40,3.1999999999999997,369.91999999999825,115.59999999999945
HIGH_VOLUME_LOSING,FROZEN,2026-03-27 13:45:07.140822,2026-03-27 13:45:07.140822,2026-03-27 13:55:12.210197367,24576.83,24192.996774408053,CE,24600.0,ATM,92.47999999999956,101.32807276693596,8.848072766936397,1,50,4623.999999999978,442.4036383468199,402.4036383468199,9.56755273241397,True,TARGET_ACHIEVED,7.463761530869697,High volume frozen,0.5,-0.05,0.2,0.02,0.4722572364572729,-0.05591169839850386,0.18486247391222804,0.019913448044388098,-0.02774276354272709,-0.005911698398503855,-0.015137526087771969,-8.655195561190279e-05,65.14471168808119,24554.8875,1362305.0,988515.15,0.0004742485094757498,0.002029146964844637,40,3.1999999999999997,369.91999999999825,115.59999999999945
MULTI_TIMEFRAME_LOSING,FROZEN,2026-03-27 14:00:07.140822,2026-03-27 14:00:07.140822,2026-03-27 14:10:06.785947369,24686.54,25174.10258139505,PE,24700.0,ATM,142.47999999999956,155.50900432816084,13.029004328161278,1,50,7123.999999999978,651.4502164080639,611.4502164080639,9.144444362830795,True,TARGET_ACHIEVED,5.162726889252986,Multi-timeframe frozen,0.5,-0.05,0.2,0.02,0.45654483461584683,-0.055555240530604906,0.20199796387368635,0.016408224351621835,-0.04345516538415317,-0.005555240530604903,0.001997963873686337,-0.0035917756483781656,86.50521503071715,24636.295000000002,986245.0,1019014.7,-0.0002879282730581245,0.002281000091547917,40,3.1999999999999997,569.9199999999983,178.09999999999945
AI_ENHANCED_LOSING,FROZEN,2026-03-27 14:00:07.140822,2026-03-27 14:00:07.140822,2026-03-27 14:09:20.981273075,24686.54,24517.43403628237,PE,24700.0,ATM,142.47999999999956,140.07434202125063,-2.405657978748934,1,50,7123.999999999978,-120.2828989374467,-160.2828989374467,-1.68841800866714,False,STOP_LOSS,11.243095206444778,AI enhanced frozen,0.5,-0.05,0.2,0.02,0.5294548680450016,-0.047622642849529495,0.1982758113391467,0.01820188167354289,0.029454868045001636,0.0023773571504705077,-0.0017241886608533041,-0.0017981183264571092,86.50521503071715,24636.295000000002,986245.0,1019014.7,-0.0002879282730581245,0.002281000091547917,40,3.1999999999999997,569.9199999999983,178.09999999999945
RSI_DIVERGENCE_LOSING,FROZEN,2026-03-27 14:00:07.140822,2026-03-27 14:00:07.140822,2026-03-27 14:08:42.740502808,24686.54,24511.704227269413,PE,24700.0,ATM,142.47999999999956,139.9162935119352,-2.563706488064355,1,50,7123.999999999978,-128.18532440321775,-168.18532440321775,-1.7993448119485982,False,STOP_LOSS,8.558886971792973,RSI frozen,0.5,-0.05,0.2,0.02,0.5194470461215603,-0.04557457744043561,0.21245143297027835,0.01798883538045273,0.01944704612156034,0.004425422559564393,0.012451432970278342,-0.0020111646195472704,86.50521503071715,24636.295000000002,986245.0,1019014.7,-0.0002879282730581245,0.002281000091547917,40,3.1999999999999997,569.9199999999983,178.09999999999945
STOCHASTIC_OVERSOLD_LOSING,FROZEN,2026-03-27 14:00:07.140822,2026-03-27 14:00:07.140822,2026-03-27 14:05:09.679486779,24686.54,24656.13047500438,PE,24700.0,ATM,142.47999999999956,153.55114303111287,11.071143031113309,1,50,7123.999999999978,553.5571515556654,513.5571515556654,7.770313750079549,True,TARGET_ACHIEVED,5.691774243773207,Stochastic frozen,0.5,-0.05,0.2,0.02,0.45633645768947795,-0.045063278594734774,0.20781979481724014,0.020040945159678556,-0.04366354231052205,0.004936721405265229,0.007819794817240128,4.0945159678555665e-05,86.50521503071715,24636.295000000002,986245.0,1019014.7,-0.0002879282730581245,0.002281000091547917,40,3.1999999999999997,569.9199999999983,178.09999999999945
