strategy,action,entry_time,entry_price,strike,option_type,premium,delta,theta,gamma,vega,confidence,reason,position_size,broker_charges,status,exit_time,exit_price,exit_reason,gross_pnl,net_pnl,pnl
multi_signal_momentum,BUY,2026-03-31 13:58:00.000000,23935.32,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.7,Positive momentum,35,40,CLOSED,2026-03-31 14:19:00.000000,24113.29,Time Exit,6228.950000000041,6148.950000000041,6148.950000000041
multi_signal_momentum,BUY,2026-03-31 14:05:00.000000,24021.93,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.7,Positive momentum,35,40,CLOSED,2026-03-31 14:26:00.000000,24157.93,Time Exit,4760.0,4680.0,4680.0
multi_signal_momentum,BUY,2026-03-31 14:10:00.000000,24096.35,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.4685306994635715,ROC momentum,23,40,CLOSED,2026-03-31 14:31:00.000000,24150.09,Time Exit,1236.0200000000368,1156.0200000000368,1156.0200000000368
multi_signal_momentum,BUY,2026-03-31 14:18:00.000000,24117.91,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.6335661098068265,Positive momentum,31,40,CLOSED,2026-03-31 14:39:00.000000,24082.02,Time Exit,-1112.589999999982,-1192.589999999982,-1192.589999999982
multi_signal_momentum,BUY,2026-03-31 14:26:00.000000,24157.93,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.688145556472541,Positive momentum,34,40,CLOSED,2026-03-31 14:47:00.000000,24128.08,Time Exit,-1014.8999999999505,-1094.8999999999505,-1094.8999999999505
multi_signal_momentum,BUY,2026-03-31 14:44:00.000000,24146.13,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.6662152095214587,Positive momentum,33,40,CLOSED,2026-03-31 15:05:00.000000,24202.71,Time Exit,1867.1399999999376,1787.1399999999376,1787.1399999999376
multi_signal_momentum,BUY,2026-03-31 14:55:00.000000,24140.42,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.5238461487414577,Positive momentum,26,40,CLOSED,2026-03-31 15:16:00.000000,24215.41,Time Exit,1949.7400000000416,1869.7400000000416,1869.7400000000416
multi_signal_momentum,BUY,2026-03-31 15:00:00.000000,24153.6,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.5785109926936368,Positive momentum,28,40,CLOSED,2026-03-31 15:21:00.000000,24178.85,Time Exit,707.0,627.0,627.0
multi_signal_momentum,BUY,2026-03-31 15:05:00.000000,24202.71,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.6580319646468432,Positive momentum,32,40,CLOSED,2026-03-31 15:26:00.000000,24337.19,Time Exit,4303.359999999986,4223.359999999986,4223.359999999986
multi_signal_momentum,BUY,2026-03-31 15:25:00.000000,24291.28,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.7,Positive momentum,35,40,CLOSED,2026-04-01 09:15:00.000000,22793.71,Stop Loss,-52414.94999999999,-52494.94999999999,-52494.94999999999
multi_signal_momentum,BUY,2026-04-01 09:34:00.000000,22845.08,22850,ce,5.0,0.46,-0.5721,0.0106,0.1963,0.6934379477957938,Positive momentum,34,40,CLOSED,2026-04-01 09:55:00.000000,22956.9,Time Exit,3801.87999999999,3721.87999999999,3721.87999999999
multi_signal_momentum,BUY,2026-04-01 09:39:00.000000,22884.32,22900,ce,5.0,0.5013,-0.4595,0.0096,0.2126,0.7,Positive momentum,35,40,CLOSED,2026-04-01 10:00:00.000000,22944.85,Time Exit,2118.5499999999593,2038.5499999999593,2038.5499999999593
multi_signal_momentum,BUY,2026-04-01 09:50:00.000000,22937.48,22950,ce,5.0,0.4707,-0.5054,0.0093,0.2014,0.6999709649095017,Positive momentum,34,40,CLOSED,2026-04-01 10:11:00.000000,23052.45,Time Exit,3908.9800000000396,3828.9800000000396,3828.9800000000396
multi_signal_momentum,BUY,2026-04-01 09:55:00.000000,22956.9,23000,ce,5.0,0.4732,-0.5163,0.0096,0.2091,0.43848898590573804,ROC momentum,21,40,CLOSED,2026-04-01 10:16:00.000000,23087.95,Time Exit,2752.0499999999847,2672.0499999999847,2672.0499999999847
multi_signal_momentum,BUY,2026-04-01 10:06:00.000000,22963.86,23000,ce,5.0,0.4732,-0.5163,0.0096,0.2091,0.5266633558333341,Positive momentum,26,40,CLOSED,2026-04-01 10:27:00.000000,23115.14,Time Exit,3933.2799999999697,3853.2799999999697,3853.2799999999697
multi_signal_momentum,BUY,2026-04-01 10:12:00.000000,23043.1,23050,ce,5.0,0.5291,-0.4788,0.0117,0.2132,0.7,Positive momentum,35,40,CLOSED,2026-04-01 10:33:00.000000,23099.35,Time Exit,1968.75,1888.75,1888.75
multi_signal_momentum,BUY,2026-04-01 10:20:00.000000,23123.31,23150,ce,5.0,0.4874,-0.4762,0.0107,0.2237,0.7,Positive momentum,35,40,CLOSED,2026-04-01 10:41:00.000000,23034.56,Time Exit,-3106.25,-3186.25,-3186.25
multi_signal_momentum,BUY,2026-04-01 10:29:00.000000,23132.96,23150,ce,5.0,0.4874,-0.4762,0.0107,0.2237,0.5238728308187831,Positive momentum,26,40,CLOSED,2026-04-01 10:50:00.000000,22975.74,Time Exit,-4087.7199999999357,-4167.719999999936,-4167.719999999936
multi_signal_momentum,BUY,2026-04-01 11:03:00.000000,22949.59,22950,ce,5.0,0.4707,-0.5054,0.0093,0.2014,0.6021543629757927,Positive momentum,30,40,CLOSED,2026-04-01 11:24:00.000000,23015.3,Time Exit,1971.2999999999738,1891.2999999999738,1891.2999999999738
multi_signal_momentum,BUY,2026-04-01 11:11:00.000000,23012.88,23050,ce,5.0,0.5291,-0.4788,0.0117,0.2132,0.7,Positive momentum,35,40,CLOSED,2026-04-01 11:32:00.000000,23049.02,Time Exit,1264.8999999999796,1184.8999999999796,1184.8999999999796
multi_signal_momentum,BUY,2026-04-01 11:25:00.000000,23037.8,23050,ce,5.0,0.5291,-0.4788,0.0117,0.2132,0.5599059519969082,Positive momentum,27,40,CLOSED,2026-04-01 11:46:00.000000,23160.27,Time Exit,3306.6900000000314,3226.6900000000314,3226.6900000000314
multi_signal_momentum,BUY,2026-04-01 11:30:00.000000,23039.85,23050,ce,5.0,0.5291,-0.4788,0.0117,0.2132,0.568818600218601,Positive momentum,28,40,CLOSED,2026-04-01 11:51:00.000000,23170.53,Time Exit,3659.040000000008,3579.040000000008,3579.040000000008
multi_signal_momentum,BUY,2026-04-01 11:35:00.000000,23070.73,23100,ce,5.0,0.5573,-0.5358,0.0098,0.1906,0.5429389959110683,Positive momentum,27,40,CLOSED,2026-04-01 11:56:00.000000,23204.92,Time Exit,3623.1299999999646,3543.1299999999646,3543.1299999999646
multi_signal_momentum,BUY,2026-04-01 11:44:00.000000,23143.27,23150,ce,5.0,0.4874,-0.4762,0.0107,0.2237,0.7,Positive momentum,35,40,CLOSED,2026-04-01 12:05:00.000000,23197.05,Time Exit,1882.2999999999593,1802.2999999999593,1802.2999999999593
multi_signal_momentum,BUY,2026-04-01 11:53:00.000000,23202.3,23250,ce,15.71,0.5149,-0.4232,0.009,0.2097,0.7,Positive momentum,35,40,CLOSED,2026-04-01 12:14:00.000000,23230.81,Time Exit,997.8500000000713,917.8500000000713,917.8500000000713
multi_signal_momentum,BUY,2026-04-01 12:07:00.000000,23211.65,23250,ce,15.71,0.5149,-0.4232,0.009,0.2097,0.5133041597765505,Positive momentum,25,40,CLOSED,2026-04-01 12:28:00.000000,23315.11,Time Exit,2586.499999999978,2506.499999999978,2506.499999999978
multi_signal_momentum,BUY,2026-04-01 12:12:00.000000,23261.98,23300,ce,14.11,0.6207,-0.4682,0.0106,0.1986,0.6986714359813903,Positive momentum,34,40,CLOSED,2026-04-01 12:33:00.000000,23322.23,Time Exit,2048.5,1968.5,1968.5
multi_signal_momentum,BUY,2026-04-01 12:25:00.000000,23309.83,23350,ce,14.16,0.5057,-0.497,0.0099,0.1943,0.7,Positive momentum,35,40,CLOSED,2026-04-01 12:46:00.000000,23374.4,Time Exit,2259.94999999999,2179.94999999999,2179.94999999999
multi_signal_momentum,BUY,2026-04-01 12:30:00.000000,23330.48,23350,ce,14.16,0.5057,-0.497,0.0099,0.1943,0.7,Positive momentum,35,40,CLOSED,2026-04-01 12:51:00.000000,23479.94,Time Exit,5231.099999999969,5151.099999999969,5151.099999999969
multi_signal_momentum,BUY,2026-04-01 12:45:00.000000,23373.25,23400,ce,9.0,0.4362,-0.4861,0.0101,0.176,0.6941036382774209,Positive momentum,34,40,CLOSED,2026-04-01 13:06:00.000000,23435.18,Time Exit,2105.62000000001,2025.62000000001,2025.62000000001
multi_signal_momentum,BUY,2026-04-01 12:52:00.000000,23469.4,23500,ce,5.0,0.4449,-0.5647,0.0115,0.2303,0.7,Positive momentum,35,40,CLOSED,2026-04-01 13:13:00.000000,23468.95,Time Exit,-15.750000000025466,-95.75000000002547,-95.75000000002547
multi_signal_momentum,BUY,2026-04-01 13:14:00.000000,23454.11,23500,ce,5.0,0.4449,-0.5647,0.0115,0.2303,0.7,Positive momentum,35,40,CLOSED,2026-04-01 13:35:00.000000,23548.95,Time Exit,3319.400000000005,3239.400000000005,3239.400000000005
multi_signal_momentum,BUY,2026-04-01 13:24:00.000000,23485.73,23500,ce,5.0,0.4449,-0.5647,0.0115,0.2303,0.6752199176218939,Positive momentum,33,40,CLOSED,2026-04-01 13:45:00.000000,23572.57,Time Exit,2865.720000000005,2785.720000000005,2785.720000000005
multi_signal_momentum,BUY,2026-04-01 13:29:00.000000,23528.05,23550,ce,5.0,0.5088,-0.5384,0.0091,0.2329,0.7,Positive momentum,35,40,CLOSED,2026-04-01 13:50:00.000000,23657.52,Time Exit,4531.450000000041,4451.450000000041,4451.450000000041
multi_signal_momentum,BUY,2026-04-01 13:34:00.000000,23558.03,23600,ce,17.23,0.4768,-0.5425,0.011,0.1727,0.4307846509348431,ROC momentum,21,40,CLOSED,2026-04-01 13:55:00.000000,23606.5,Time Exit,1017.8700000000244,937.8700000000244,937.8700000000244
multi_signal_momentum,BUY,2026-04-01 13:42:00.000000,23581.57,23600,ce,17.23,0.4768,-0.5425,0.011,0.1727,0.5900425035816111,Positive momentum,29,40,CLOSED,2026-04-01 14:03:00.000000,23575.81,Time Exit,-167.03999999995358,-247.03999999995358,-247.03999999995358
multi_signal_momentum,BUY,2026-04-01 13:50:00.000000,23657.52,23700,ce,5.0,0.4517,-0.4641,0.0095,0.2271,0.7,Positive momentum,35,40,CLOSED,2026-04-01 14:11:00.000000,23595.73,Time Exit,-2162.6500000000306,-2242.6500000000306,-2242.6500000000306
multi_signal_momentum,BUY,2026-04-01 14:12:00.000000,23601.69,23650,ce,15.08,0.5231,-0.5322,0.0099,0.2216,0.7,Positive momentum,35,40,CLOSED,2026-04-01 14:33:00.000000,23807.36,Time Exit,7198.450000000066,7118.450000000066,7118.450000000066
multi_signal_momentum,BUY,2026-04-01 14:18:00.000000,23684.99,23700,ce,5.0,0.4517,-0.4641,0.0095,0.2271,0.7,Positive momentum,35,40,CLOSED,2026-04-01 14:39:00.000000,23899.7,Time Exit,7514.849999999969,7434.849999999969,7434.849999999969
multi_signal_momentum,BUY,2026-04-01 14:26:00.000000,23758.59,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.7,Positive momentum,35,40,CLOSED,2026-04-01 14:47:00.000000,23993.84,Time Exit,8233.75,8153.75,8153.75
multi_signal_momentum,BUY,2026-04-01 14:32:00.000000,23798.63,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.7,Positive momentum,35,40,CLOSED,2026-04-01 14:53:00.000000,24003.54,Time Exit,7171.849999999995,7091.849999999995,7091.849999999995
multi_signal_momentum,BUY,2026-04-01 14:39:00.000000,23899.7,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.7,Positive momentum,35,40,CLOSED,2026-04-01 15:00:00.000000,24068.53,Time Exit,5909.049999999934,5829.049999999934,5829.049999999934
multi_signal_momentum,BUY,2026-04-01 14:44:00.000000,23997.09,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.7,Positive momentum,35,40,CLOSED,2026-04-01 15:05:00.000000,24028.49,Time Exit,1099.000000000051,1019.0000000000509,1019.0000000000509
multi_signal_momentum,BUY,2026-04-01 14:51:00.000000,24056.12,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.7,Positive momentum,35,40,CLOSED,2026-04-01 15:12:00.000000,24025.24,Time Exit,-1080.7999999999083,-1160.7999999999083,-1160.7999999999083
multi_signal_momentum,BUY,2026-04-02 09:27:00.000000,22878.16,22900,ce,5.0,0.5013,-0.4595,0.0096,0.2126,0.7,Positive momentum,35,40,CLOSED,2026-04-02 09:48:00.000000,22904.94,Time Exit,937.2999999999593,857.2999999999593,857.2999999999593
multi_signal_momentum,BUY,2026-04-02 09:38:00.000000,22912.41,22950,ce,5.0,0.4707,-0.5054,0.0093,0.2014,0.5613516644444868,Positive momentum,28,40,CLOSED,2026-04-02 09:59:00.000000,22923.65,Time Exit,314.7200000000448,234.72000000004482,234.72000000004482
multi_signal_momentum,BUY,2026-04-02 09:58:00.000000,22924.16,22950,ce,5.0,0.4707,-0.5054,0.0093,0.2014,0.6046128594439534,Positive momentum,30,40,CLOSED,2026-04-02 10:19:00.000000,22916.5,Time Exit,-229.79999999999563,-309.79999999999563,-309.79999999999563
multi_signal_momentum,BUY,2026-04-02 10:14:00.000000,22949.54,22950,ce,5.0,0.4707,-0.5054,0.0093,0.2014,0.6442601912672649,Positive momentum,32,40,CLOSED,2026-04-02 10:35:00.000000,22898.05,Time Exit,-1647.6800000000512,-1727.6800000000512,-1727.6800000000512
multi_signal_momentum,BUY,2026-04-02 10:30:00.000000,22934.88,22950,ce,5.0,0.4707,-0.5054,0.0093,0.2014,0.5397204194407031,Positive momentum,26,40,CLOSED,2026-04-02 10:51:00.000000,23077.22,Time Exit,3700.840000000004,3620.840000000004,3620.840000000004
multi_signal_momentum,BUY,2026-04-02 10:41:00.000000,22995.76,23000,ce,5.0,0.4732,-0.5163,0.0096,0.2091,0.7,Positive momentum,35,40,CLOSED,2026-04-02 11:02:00.000000,23150.0,Time Exit,5398.400000000056,5318.400000000056,5318.400000000056
multi_signal_momentum,BUY,2026-04-02 10:48:00.000000,23052.39,23100,ce,5.0,0.5573,-0.5358,0.0098,0.1906,0.7,Positive momentum,35,40,CLOSED,2026-04-02 11:09:00.000000,23177.42,Time Exit,4376.049999999959,4296.049999999959,4296.049999999959
multi_signal_momentum,BUY,2026-04-02 11:01:00.000000,23151.39,23200,ce,7.28,0.5398,-0.5196,0.0093,0.1853,0.7,Positive momentum,35,40,CLOSED,2026-04-02 11:22:00.000000,23202.45,Time Exit,1787.1000000000458,1707.1000000000458,1707.1000000000458
multi_signal_momentum,BUY,2026-04-02 11:07:00.000000,23183.83,23200,ce,7.28,0.5398,-0.5196,0.0093,0.1853,0.7,Positive momentum,35,40,CLOSED,2026-04-02 11:28:00.000000,23175.72,Time Exit,-283.8500000000204,-363.8500000000204,-363.8500000000204
multi_signal_momentum,BUY,2026-04-02 11:12:00.000000,23205.08,23250,ce,15.71,0.5149,-0.4232,0.009,0.2097,0.6379265658747354,Positive momentum,31,40,CLOSED,2026-04-02 11:33:00.000000,23234.62,Time Exit,915.7399999999143,835.7399999999143,835.7399999999143
multi_signal_momentum,BUY,2026-04-02 11:22:00.000000,23202.45,23250,ce,15.71,0.5149,-0.4232,0.009,0.2097,0.53815016029044,Positive momentum,26,40,CLOSED,2026-04-02 11:43:00.000000,23332.34,Time Exit,3377.139999999985,3297.139999999985,3297.139999999985
multi_signal_momentum,BUY,2026-04-02 11:34:00.000000,23247.93,23250,ce,15.71,0.5149,-0.4232,0.009,0.2097,0.7,Positive momentum,35,40,CLOSED,2026-04-02 11:55:00.000000,23386.57,Time Exit,4852.39999999998,4772.39999999998,4772.39999999998
multi_signal_momentum,BUY,2026-04-02 11:41:00.000000,23336.37,23350,ce,14.16,0.5057,-0.497,0.0099,0.1943,0.7,Positive momentum,35,40,CLOSED,2026-04-02 12:02:00.000000,23357.02,Time Exit,722.7500000000509,642.7500000000509,642.7500000000509
multi_signal_momentum,BUY,2026-04-02 11:48:00.000000,23350.48,23400,ce,9.0,0.4362,-0.4861,0.0101,0.176,0.7,Positive momentum,35,40,CLOSED,2026-04-02 12:09:00.000000,23405.56,Time Exit,1927.8000000000611,1847.8000000000611,1847.8000000000611
multi_signal_momentum,BUY,2026-04-02 11:55:00.000000,23386.57,23400,ce,9.0,0.4362,-0.4861,0.0101,0.176,0.6653412608447425,Positive momentum,33,40,CLOSED,2026-04-02 12:16:00.000000,23406.46,Time Exit,656.3699999999808,576.3699999999808,576.3699999999808
multi_signal_momentum,BUY,2026-04-02 12:06:00.000000,23398.16,23400,ce,9.0,0.4362,-0.4861,0.0101,0.176,0.6576910980451652,Positive momentum,32,40,CLOSED,2026-04-02 12:27:00.000000,23450.82,Time Exit,1685.1199999999953,1605.1199999999953,1605.1199999999953
multi_signal_momentum,BUY,2026-04-02 12:23:00.000000,23442.14,23450,ce,6.26,0.5093,-0.4908,0.0115,0.1963,0.7,Positive momentum,35,40,CLOSED,2026-04-02 12:44:00.000000,23574.42,Time Exit,4629.799999999959,4549.799999999959,4549.799999999959
multi_signal_momentum,BUY,2026-04-02 12:29:00.000000,23456.21,23500,ce,5.0,0.4449,-0.5647,0.0115,0.2303,0.6491247085210979,Positive momentum,32,40,CLOSED,2026-04-02 12:50:00.000000,23624.97,Time Exit,5400.320000000065,5320.320000000065,5320.320000000065
multi_signal_momentum,BUY,2026-04-02 12:43:00.000000,23546.81,23550,ce,5.0,0.5088,-0.5384,0.0091,0.2329,0.7,Positive momentum,35,40,CLOSED,2026-04-02 13:04:00.000000,23641.15,Time Exit,3301.900000000005,3221.900000000005,3221.900000000005
multi_signal_momentum,BUY,2026-04-02 12:49:00.000000,23629.66,23650,ce,15.08,0.5231,-0.5322,0.0099,0.2216,0.7,Positive momentum,35,40,CLOSED,2026-04-02 13:10:00.000000,23734.57,Time Exit,3671.849999999995,3591.849999999995,3591.849999999995
multi_signal_momentum,BUY,2026-04-02 13:08:00.000000,23681.41,23700,ce,5.0,0.4517,-0.4641,0.0095,0.2271,0.5999648813263866,Positive momentum,29,40,CLOSED,2026-04-02 13:29:00.000000,23866.82,Time Exit,5376.889999999996,5296.889999999996,5296.889999999996
multi_signal_momentum,BUY,2026-04-02 13:14:00.000000,23834.55,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.7,Positive momentum,35,40,CLOSED,2026-04-02 13:35:00.000000,23823.74,Time Exit,-378.3499999999185,-458.3499999999185,-458.3499999999185
multi_signal_momentum,BUY,2026-04-02 13:19:00.000000,23811.11,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.7,Positive momentum,35,40,CLOSED,2026-04-02 13:40:00.000000,23870.0,Time Exit,2061.1499999999796,1981.1499999999796,1981.1499999999796
multi_signal_momentum,BUY,2026-04-02 13:24:00.000000,23842.8,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.5330891336019047,Positive momentum,26,40,CLOSED,2026-04-02 13:45:00.000000,23915.52,Time Exit,1890.7200000000303,1810.7200000000303,1810.7200000000303
multi_signal_momentum,BUY,2026-04-02 13:41:00.000000,23902.0,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.7,Positive momentum,35,40,CLOSED,2026-04-02 14:02:00.000000,24033.59,Time Exit,4605.650000000005,4525.650000000005,4525.650000000005
multi_signal_momentum,BUY,2026-04-02 13:46:00.000000,23949.74,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.7,Positive momentum,35,40,CLOSED,2026-04-02 14:07:00.000000,24073.25,Time Exit,4322.849999999944,4242.849999999944,4242.849999999944
multi_signal_momentum,BUY,2026-04-02 14:00:00.000000,24022.77,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.7,Positive momentum,35,40,CLOSED,2026-04-02 14:21:00.000000,24165.8,Time Exit,5006.049999999959,4926.049999999959,4926.049999999959
multi_signal_momentum,BUY,2026-04-02 14:05:00.000000,24072.27,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.7,Positive momentum,35,40,CLOSED,2026-04-02 14:26:00.000000,24222.45,Time Exit,5256.30000000001,5176.30000000001,5176.30000000001
multi_signal_momentum,BUY,2026-04-02 14:12:00.000000,24154.3,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.7,Positive momentum,35,40,CLOSED,2026-04-02 14:33:00.000000,24259.24,Time Exit,3672.9000000000815,3592.9000000000815,3592.9000000000815
multi_signal_momentum,BUY,2026-04-02 14:17:00.000000,24167.64,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.7,Positive momentum,35,40,CLOSED,2026-04-02 14:38:00.000000,24371.01,Time Exit,7117.949999999964,7037.949999999964,7037.949999999964
multi_signal_momentum,BUY,2026-04-02 14:29:00.000000,24228.85,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.7,Positive momentum,35,40,CLOSED,2026-04-02 14:50:00.000000,24496.48,Time Exit,9367.050000000036,9287.050000000036,9287.050000000036
multi_signal_momentum,BUY,2026-04-02 14:37:00.000000,24371.12,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.44992981454875924,ROC momentum,22,40,CLOSED,2026-04-02 14:58:00.000000,24479.52,Time Exit,2384.800000000032,2304.800000000032,2304.800000000032
multi_signal_momentum,BUY,2026-04-02 14:45:00.000000,24452.15,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.7,Positive momentum,35,40,CLOSED,2026-04-02 15:06:00.000000,24502.01,Time Exit,1745.099999999893,1665.099999999893,1665.099999999893
multi_signal_momentum,BUY,2026-04-02 14:52:00.000000,24487.75,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.6829393586707863,Positive momentum,34,40,CLOSED,2026-04-02 15:13:00.000000,24557.93,Time Exit,2386.12000000001,2306.12000000001,2306.12000000001
multi_signal_momentum,BUY,2026-04-02 15:07:00.000000,24535.27,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.7,Positive momentum,35,40,CLOSED,2026-04-02 15:28:00.000000,24694.44,Time Exit,5570.949999999939,5490.949999999939,5490.949999999939
multi_signal_momentum,BUY,2026-04-02 15:14:00.000000,24589.3,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.4527713978042699,ROC momentum,22,40,CLOSED,2026-04-03 09:15:00.000000,22584.35,Stop Loss,-44108.900000000016,-44188.900000000016,-44188.900000000016
multi_signal_momentum,BUY,2026-04-02 15:20:00.000000,24647.58,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.7,Positive momentum,35,40,CLOSED,2026-04-03 09:15:00.000000,22584.35,Stop Loss,-72213.0500000001,-72293.0500000001,-72293.0500000001
multi_signal_momentum,BUY,2026-04-02 15:26:00.000000,24690.47,23800,ce,13.31,0.5644,-0.4078,0.0108,0.2369,0.6753560032279223,Positive momentum,33,40,CLOSED,2026-04-03 09:15:00.000000,22584.35,Stop Loss,-69501.96000000008,-69581.96000000008,-69581.96000000008
multi_signal_momentum,BUY,2026-04-03 09:40:00.000000,22689.69,22700,ce,18.05,0.5321,-0.4435,0.009,0.2125,0.7,Positive momentum,35,40,CLOSED,2026-04-03 10:01:00.000000,22656.17,Time Exit,-1173.2000000000153,-1253.2000000000153,-1253.2000000000153
multi_signal_momentum,BUY,2026-04-03 09:54:00.000000,22706.61,22750,ce,10.0,0.5455,-0.5909,0.0092,0.1822,0.5720516631440239,Positive momentum,28,40,CLOSED,2026-04-03 10:15:00.000000,22696.4,Time Exit,-285.87999999997555,-365.87999999997555,-365.87999999997555
multi_signal_momentum,BUY,2026-04-03 10:14:00.000000,22701.32,22750,ce,10.0,0.5455,-0.5909,0.0092,0.1822,0.7,Positive momentum,35,40,CLOSED,2026-04-03 10:35:00.000000,22722.56,Time Exit,743.400000000056,663.400000000056,663.400000000056
multi_signal_momentum,BUY,2026-04-03 10:27:00.000000,22718.07,22750,ce,10.0,0.5455,-0.5909,0.0092,0.1822,0.6552489537837932,Positive momentum,32,40,CLOSED,2026-04-03 10:48:00.000000,22891.94,Time Exit,5563.839999999967,5483.839999999967,5483.839999999967
multi_signal_momentum,BUY,2026-04-03 10:42:00.000000,22830.07,22850,ce,5.0,0.46,-0.5721,0.0106,0.1963,0.7,Positive momentum,35,40,CLOSED,2026-04-03 11:03:00.000000,23033.12,Time Exit,7106.7499999999745,7026.7499999999745,7026.7499999999745
multi_signal_momentum,BUY,2026-04-03 10:49:00.000000,22907.75,22950,ce,5.0,0.4707,-0.5054,0.0093,0.2014,0.7,Positive momentum,35,40,CLOSED,2026-04-03 11:10:00.000000,23118.56,Time Exit,7378.350000000046,7298.350000000046,7298.350000000046
multi_signal_momentum,BUY,2026-04-03 10:58:00.000000,23025.87,23050,ce,5.0,0.5291,-0.4788,0.0117,0.2132,0.45850530798176214,ROC momentum,22,40,CLOSED,2026-04-03 11:19:00.000000,23212.41,Time Exit,4103.880000000019,4023.880000000019,4023.880000000019
multi_signal_momentum,BUY,2026-04-03 11:04:00.000000,23057.99,23100,ce,5.0,0.5573,-0.5358,0.0098,0.1906,0.4397182538075658,ROC momentum,21,40,CLOSED,2026-04-03 11:25:00.000000,23261.48,Time Exit,4273.289999999957,4193.289999999957,4193.289999999957
multi_signal_momentum,BUY,2026-04-03 11:10:00.000000,23118.56,23150,ce,5.0,0.4874,-0.4762,0.0107,0.2237,0.7,Positive momentum,35,40,CLOSED,2026-04-03 11:31:00.000000,23257.69,Time Exit,4869.549999999908,4789.549999999908,4789.549999999908
multi_signal_momentum,BUY,2026-04-03 11:17:00.000000,23195.05,23200,ce,7.28,0.5398,-0.5196,0.0093,0.1853,0.7,Positive momentum,35,40,CLOSED,2026-04-03 11:38:00.000000,23309.87,Time Exit,4018.69999999999,3938.69999999999,3938.69999999999
multi_signal_momentum,BUY,2026-04-03 11:22:00.000000,23232.37,23250,ce,15.71,0.5149,-0.4232,0.009,0.2097,0.7,Positive momentum,35,40,CLOSED,2026-04-03 11:43:00.000000,23385.76,Time Exit,5368.64999999998,5288.64999999998,5288.64999999998
multi_signal_momentum,BUY,2026-04-03 11:32:00.000000,23261.09,23300,ce,14.11,0.6207,-0.4682,0.0106,0.1986,0.5236206207115398,Positive momentum,26,40,CLOSED,2026-04-03 11:53:00.000000,23459.16,Time Exit,5149.819999999992,5069.819999999992,5069.819999999992
multi_signal_momentum,BUY,2026-04-03 11:37:00.000000,23305.96,23350,ce,14.16,0.5057,-0.497,0.0099,0.1943,0.7,Positive momentum,35,40,CLOSED,2026-04-03 11:58:00.000000,23489.22,Time Exit,6414.100000000071,6334.100000000071,6334.100000000071
multi_signal_momentum,BUY,2026-04-03 11:42:00.000000,23343.23,23350,ce,14.16,0.5057,-0.497,0.0099,0.1943,0.7,Positive momentum,35,40,CLOSED,2026-04-03 12:03:00.000000,23511.86,Time Exit,5902.050000000036,5822.050000000036,5822.050000000036
multi_signal_momentum,BUY,2026-04-03 11:49:00.000000,23429.19,23450,ce,6.26,0.5093,-0.4908,0.0115,0.1963,0.7,Positive momentum,35,40,CLOSED,2026-04-03 12:10:00.000000,23540.05,Time Exit,3880.1000000000204,3800.1000000000204,3800.1000000000204
multi_signal_momentum,BUY,2026-04-03 11:54:00.000000,23454.69,23500,ce,5.0,0.4449,-0.5647,0.0115,0.2303,0.7,Positive momentum,35,40,CLOSED,2026-04-03 12:15:00.000000,23566.16,Time Exit,3901.4500000000407,3821.4500000000407,3821.4500000000407
